epochs,duration
0,69.56642198562622
1,69.56177735328674
2,68.63809204101562
3,43.56419563293457
4,47.19021821022034
5,40.796915769577026
6,68.91905760765076
7,39.564988136291504
8,31.93927001953125
9,46.15951919555664
10,62.975767612457275
11,68.36975741386414
12,31.740291357040405
13,65.95840716362
14,22.949426412582397
15,56.892197132110596
16,22.66402292251587
17,23.54962468147278
