loss,accuracy,val_loss,val_accuracy,lr
56.79205322265625,0.5139999985694885,279.4014892578125,0.5,0.01
0.6918671727180481,0.5419999957084656,0.6954749822616577,0.5113636255264282,0.01
0.6839506030082703,0.5404999852180481,1.2859001159667969,0.5,0.01
0.6394011378288269,0.6290000081062317,6.731313705444336,0.5,0.01
0.5977734923362732,0.6934999823570251,10.633357048034668,0.5,0.01
0.5072736144065857,0.7854999899864197,4.82447624206543,0.5,0.0019999999
0.4803369641304016,0.8034999966621399,2.6096110343933105,0.5064935088157654,0.0019999999
0.47114643454551697,0.8034999966621399,1.1684131622314453,0.5698052048683167,0.0019999999
0.43779459595680237,0.8299999833106995,0.7087801098823547,0.6688311696052551,0.00039999996
0.428329735994339,0.8360000252723694,0.545546293258667,0.7418830990791321,0.00039999996
0.42071476578712463,0.8464999794960022,0.38676953315734863,0.8522727489471436,0.00039999996
0.4175819158554077,0.843999981880188,0.3457091450691223,0.8652597665786743,0.00039999996
0.4039354920387268,0.8519999980926514,0.3325786292552948,0.8603895902633667,0.00039999996
0.4030977785587311,0.8519999980926514,0.3259256184101105,0.8685064911842346,0.00039999996
0.38146138191223145,0.8454999923706055,0.31487134099006653,0.8782467246055603,0.00039999996
0.3965733051300049,0.8529999852180481,0.3136402368545532,0.8798701167106628,0.00039999996
0.37507364153862,0.8610000014305115,0.30983465909957886,0.8717532753944397,0.00039999996
0.3567494750022888,0.8669999837875366,0.29420751333236694,0.8782467246055603,0.00039999996
0.3470204174518585,0.8725000023841858,0.28503599762916565,0.8896104097366333,0.00039999996
0.3419899344444275,0.8705000281333923,0.27416399121284485,0.9009740352630615,0.00039999996
0.32063665986061096,0.8740000128746033,0.27593880891799927,0.8879870176315308,0.00039999996
0.33162006735801697,0.8794999718666077,0.2683370113372803,0.8961039185523987,0.00039999996
0.3296659588813782,0.8755000233650208,0.27490052580833435,0.8944805264472961,0.00039999996
0.33331942558288574,0.8769999742507935,0.25350263714790344,0.9090909361839294,0.00039999996
0.3103754222393036,0.875,0.24689330160617828,0.9058441519737244,0.00039999996
0.28474700450897217,0.8809999823570251,0.28923559188842773,0.8717532753944397,0.00039999996
0.2904779314994812,0.8840000033378601,0.24603717029094696,0.9042207598686218,0.00039999996
0.2874734103679657,0.8995000123977661,0.23964470624923706,0.899350643157959,0.00039999996
0.26308223605155945,0.8960000276565552,0.21306079626083374,0.9107142686843872,0.00039999996
0.25854209065437317,0.8995000123977661,0.21575191617012024,0.9155844449996948,0.00039999996
0.2721194326877594,0.8985000252723694,0.22897526621818542,0.9172077775001526,0.00039999996
0.2527638375759125,0.8939999938011169,0.2675585448741913,0.8977272510528564,0.00039999996
0.26294615864753723,0.8939999938011169,0.20445741713047028,0.9204545617103577,7.999999e-05
0.22972099483013153,0.9045000076293945,0.20239220559597015,0.9204545617103577,7.999999e-05
0.23545736074447632,0.9110000133514404,0.20032808184623718,0.9204545617103577,7.999999e-05
0.2305961400270462,0.9079999923706055,0.20692388713359833,0.926948070526123,7.999999e-05
0.2325209677219391,0.9129999876022339,0.21042130887508392,0.9253246784210205,7.999999e-05
0.22321900725364685,0.9150000214576721,0.20603762567043304,0.9253246784210205,7.999999e-05
0.21356140077114105,0.9135000109672546,0.20822297036647797,0.9253246784210205,1.5999998e-05
0.22536957263946533,0.9160000085830688,0.2101980447769165,0.923701286315918,1.5999998e-05
0.2202759087085724,0.9110000133514404,0.21424943208694458,0.9301947951316833,1.5999998e-05
0.21643951535224915,0.9114999771118164,0.21722842752933502,0.9301947951316833,3.1999996e-06
0.23337922990322113,0.9104999899864197,0.21872355043888092,0.9301947951316833,3.1999996e-06
0.21970981359481812,0.9144999980926514,0.22044959664344788,0.9301947951316833,3.1999996e-06
